Taxonkey,TaxonName,CommonName,Descript,TaxLevel,ISSCAAP,ISSCAAPName
100000,Marine animals,Marine animals,demersal <30 cm                                   ,1,39,Misc Finfishes
100025,Miscellaneous diadromous fishes,Diadromous fishes,demersal >=90 cm                                  ,1,25,Diadromous fishes nei
100035,Clupeoids,Herrings sardines anchovies,pelagic <30 cm                                    ,1,35,Herrings sardines anchovies
100036,Scombroids,Tunas bonitos billfishes,pelagic >=90 cm                                   ,1,36,Tunas bonitos billfishes
100038,Sharks rays chimaeras,Sharks rays skates etc,rays <90 cm                                       ,1,38,Sharks rays skates etc
100039,Marine fishes not identified,Marine fishes,demersal <30 cm                                   ,1,39,Misc Finfishes
100043,Homaridae/Palinuridae,Lobsters spiny-rock lobsters,lobsters crab                                     ,1,43,Lobsters spiny-rock lobsters
100044,King crabs squat-lobsters,Craylets squat lobsters,lobsters crab                                     ,1,44,Craylets squat lobsters
100047,Miscellaneous marine crustaceans,Marine crustaceans,lobsters crab                                     ,1,47,Marine crustaceans nei
100056,Clams cockles arkshells,Clams cockles arkshells,demersal mollusc                                  ,1,56,Clams cockles arkshells
100058,Miscellaneous marine molluscs,Marine molluscs,demersal mollusc                                  ,1,58,Marine molluscs nei
100139,Marine fishes not identified,Finfishes,demersal <30 cm                                   ,1,39,Misc Finfishes
100176,Starfish and other echinoderms,Starfishes,demersal mollusc                                  ,1,76,Seacucumbers Echinoderms starfish nei
100276,Sea-urchins and other echinoderms,Sea urchins,demersal mollusc                                  ,1,76,Seacucumbers Echinoderms starfish nei
100338,Sharks rays chimaeras,Cartilaginous fishes,rays <90 cm                                       ,1,38,Sharks rays skates etc
100339,Marine fishes not identified,Pelagic fishes,demersal <30 cm                                   ,1,39,Misc Finfishes
100345,Shrimps prawns,Natantian decapods,shrimp                                            ,1,45,Shrimps prawns
100538,Sharks rays chimaeras,Various sharks,rays <90 cm                                       ,1,38,Sharks rays skates etc
200003,Holocephali,Chimaeras ratfish rabbitfish,rays >=90 cm                                      ,2,38,Sharks rays skates etc
200004,Elasmobranchii,Sharks and rays,rays <90 cm                                       ,2,38,Sharks rays skates etc
290002,Cephalopoda,Cephalopods,cephalopods                                       ,2,57,Squids cuttlefishes octopuses
290004,Bivalvia,Clams,demersal mollusc                                  ,2,56,Clams cockles arkshells
290005,Ascidiacea,Sea squirts,demersal mollusc                                  ,2,74,Sea-squirts and other tunicates
290006,Gastropoda,Gastropods,demersal mollusc                                  ,2,52,Abalones winkles conchs
290010,Asteroidea,Sea stars,demersal mollusc                                  ,2,76,Seacucumbers Echinoderms starfish nei
290011,Echinoidea,Sea urchins,demersal mollusc                                  ,2,76,Seacucumbers Echinoderms starfish nei
290012,Holothuroidea,Sea cucumbers,demersal mollusc                                  ,2,76,Seacucumbers Echinoderms starfish nei
290022,Crustacea,Crustaceans,lobsters crab                                     ,2,47,Marine crustaceans nei
300003,Chimaeriformes,Chimaeras,rays >=90 cm                                      ,3,38,Sharks rays skates etc
300007,Lamniformes,Mackerel sharks,shark >=90 cm                                     ,3,38,Sharks rays skates etc
300008,Carcharhiniformes,Ground sharks,shark <90 cm                                      ,3,38,Sharks rays skates etc
300009,Squaliformes,Bramble sleeper dogfish sharks,shark <90 cm                                      ,3,38,Sharks rays skates etc
300014,Rajiformes,Skates and rays,rays <90 cm                                       ,3,38,Sharks rays skates etc
300026,Anguilliformes,Eels and morays,demersal 30 - 90 cm                               ,3,39,Misc Finfishes
300028,Clupeiformes,Herrings,pelagic <30 cm                                    ,3,35,Herrings sardines anchovies
300044,Gadiformes,Cods,benthopelagic 30 - 90 cm                          ,3,32,Cods hakes haddocks
300059,Scorpaeniformes,Scorpionfishes and flatheads,demersal <30 cm                                   ,3,39,Misc Finfishes
300060,Perciformes,Perch-likes,demersal <30 cm                                   ,3,33,Redfishes basses congers
300061,Pleuronectiformes,Flatfishes,flatfish <90 cm                                   ,3,31,Flounders halibuts soles
390002,Teuthida,Squids,cephalopods                                       ,3,57,Squids cuttlefishes octopuses
390006,Sepiida,Cuttlefishes,cephalopods                                       ,3,57,Squids cuttlefishes octopuses
390007,Octopoda,Octopuses,cephalopods                                       ,3,57,Squids cuttlefishes octopuses
390017,Stomatopoda,Mantis shrimps,shrimp                                            ,3,47,Marine crustaceans nei
400002,Myxinidae,Hagfishes,bathydemersal 30 - 90 cm                          ,4,39,Misc Finfishes
400009,Lamnidae,Mackerel sharks white sharks,shark >=90 cm                                     ,4,38,Sharks rays skates etc
400010,Scyliorhinidae,Cat sharks,shark <90 cm                                      ,4,38,Sharks rays skates etc
400011,Carcharhinidae,Requiem sharks,shark >=90 cm                                     ,4,38,Sharks rays skates etc
400012,Sphyrnidae,Hammerhead bonnethead scoophead shark,shark >=90 cm                                     ,4,38,Sharks rays skates etc
400013,Squalidae,Dogfish sharks,shark >=90 cm                                     ,4,38,Sharks rays skates etc
400015,Squatinidae,Angel sharks,shark >=90 cm                                     ,4,38,Sharks rays skates etc
400016,Pristidae,Sawfishes,shark >=90 cm                                     ,4,38,Sharks rays skates etc
400017,Rhinobatidae,Guitarfishes,rays >=90 cm                                      ,4,38,Sharks rays skates etc
400019,Rajidae,Skates,rays <90 cm                                       ,4,38,Sharks rays skates etc
400020,Dasyatidae,Stingrays,rays >=90 cm                                      ,4,38,Sharks rays skates etc
400022,Myliobatidae,Eagle and manta rays,rays >=90 cm                                      ,4,38,Sharks rays skates etc
400043,Clupeidae,Herrings shads sardines menhadens,pelagic <30 cm                                    ,4,35,Herrings sardines anchovies
400056,Muraenidae,Moray eels,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400062,Congridae,Conger and garden eels,demersal 30 - 90 cm                               ,4,34,Jacks mullets sauries
400066,Ophichthidae,Snake eels,demersal 30 - 90 cm                               ,4,39,Misc Finfishes
400076,Salmonidae,Salmonids,benthopelagic >=90 cm                             ,4,23,Salmons trouts smelts
400080,Osmeridae,Smelts,pelagic <30 cm                                    ,4,23,Salmons trouts smelts
400084,Bathylagidae,Deep-sea smelts,bathypelagic <30 cm                               ,4,23,Salmons trouts smelts
400145,Ariidae,Sea catfishes,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400160,Synodontidae,Lizardfishes,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400163,Chlorophthalmidae,Greeneyes,demersal <30 cm                                   ,4,34,Jacks mullets sauries
400167,Myctophidae,Lanternfishes,bathypelagic <30 cm                               ,4,34,Jacks mullets sauries
400180,Moridae,Codlings,benthopelagic <30 cm                              ,4,32,Cods hakes haddocks
400183,Gadidae,Cods and haddocks,demersal 30 - 90 cm                               ,4,32,Cods hakes haddocks
400185,Macrouridae,Grenadiers or rattails,benthopelagic 30 - 90 cm                          ,4,32,Cods hakes haddocks
400186,Ophidiidae,Cusk-eels,benthopelagic 30 - 90 cm                          ,4,34,Jacks mullets sauries
400189,Batrachoididae,Toadfishes,demersal <30 cm                                   ,4,33,Redfishes basses congers
400190,Lophiidae,Goosefishes,demersal 30 - 90 cm                               ,4,34,Jacks mullets sauries
400206,Exocoetidae,Flyingfishes,pelagic <30 cm                                    ,4,37,Mackerels snoeks cutlassfishes
400207,Belonidae,Needlefishes,pelagic 30 - 90 cm                                ,4,37,Mackerels snoeks cutlassfishes
400208,Scomberesocidae,Sauries,pelagic 30 - 90 cm                                ,4,34,Jacks mullets sauries
400218,Atherinidae,Silversides,pelagic <30 cm                                    ,4,37,Mackerels snoeks cutlassfishes
400236,Trachichthyidae,Slimeheads,bathypelagic 30 - 90 cm                           ,4,34,Jacks mullets sauries
400240,Berycidae,Alfonsinos,demersal 30 - 90 cm                               ,4,39,Misc Finfishes
400243,Holocentridae,Squirrelfishes soldierfishes,reef-associated <30 cm                            ,4,33,Redfishes basses congers
400249,Zeidae,Dories,bathydemersal 30 - 90 cm                          ,4,34,Jacks mullets sauries
400250,Oreosomatidae,Oreos,bathypelagic <30 cm                               ,4,34,Jacks mullets sauries
400252,Caproidae,Boarfishes,bathydemersal <30 cm                              ,4,34,Jacks mullets sauries
400264,Scorpaenidae,Scorpionfishes or rockfishes,demersal 30 - 90 cm                               ,4,34,Jacks mullets sauries
400266,Triglidae,Searobins,demersal <30 cm                                   ,4,34,Jacks mullets sauries
400273,Platycephalidae,Flatheads,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400277,Cottidae,Sculpins,demersal <30 cm                                   ,4,39,Misc Finfishes
400289,Serranidae,Sea basses groupers fairy basslets,reef-associated <30 cm                            ,4,33,Redfishes basses congers
400304,Apogonidae,Cardinalfishes,reef-associated <30 cm                            ,4,33,Redfishes basses congers
400307,Sillaginidae,Smelt-whitings,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400308,Malacanthidae,Tilefishes,demersal 30 - 90 cm                               ,4,34,Jacks mullets sauries
400313,Echeneidae,Remoras,pelagic 30 - 90 cm                                ,4,37,Mackerels snoeks cutlassfishes
400314,Carangidae,Jacks and pompanos,pelagic 30 - 90 cm                                ,4,37,Mackerels snoeks cutlassfishes
400318,Leiognathidae,Slimys slipmouths or ponyfishes,demersal <30 cm                                   ,4,33,Redfishes basses congers
400319,Bramidae,Pomfrets,pelagic 30 - 90 cm                                ,4,37,Mackerels snoeks cutlassfishes
400323,Lutjanidae,Snappers,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400324,Nemipteridae,Threadfin breams Whiptail breams,demersal <30 cm                                   ,4,33,Redfishes basses congers
400326,Gerreidae,Mojarras,demersal <30 cm                                   ,4,33,Redfishes basses congers
400327,Haemulidae,Grunts,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400328,Lethrinidae,Emperors or scavengers,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400330,Sparidae,Porgies,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400331,Sciaenidae,Drums or croakers,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400332,Mullidae,Goatfishes,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400340,Ephippidae,Spadefishes batfishes and scats,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400356,Latridae,Trumpeters,demersal 30 - 90 cm                               ,4,34,Jacks mullets sauries
400359,Mugilidae,Mullets,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400361,Polynemidae,Threadfins,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400362,Labridae,Wrasses,reef-associated <30 cm                            ,4,33,Redfishes basses congers
400364,Scaridae,Parrotfishes,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400377,Trachinidae,Weeverfishes,demersal <30 cm                                   ,4,39,Misc Finfishes
400382,Nototheniidae,Cod icefishes,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400383,Bathydraconidae,Antarctic dragonfishes,bathydemersal <30 cm                              ,4,39,Misc Finfishes
400384,Channichthyidae,Crocodile icefishes,demersal 30 - 90 cm                               ,4,34,Jacks mullets sauries
400402,Ammodytidae,Sand lances,demersal <30 cm                                   ,4,39,Misc Finfishes
400405,Gobiidae,Gobies,demersal <30 cm                                   ,4,33,Redfishes basses congers
400412,Acanthuridae,Surgeonfishes tangs unicornfishes,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400414,Gempylidae,Snake mackerels,benthopelagic 30 - 90 cm                          ,4,37,Mackerels snoeks cutlassfishes
400415,Trichiuridae,Cutlassfishes,benthopelagic >=90 cm                             ,4,34,Jacks mullets sauries
400416,Scombridae,Mackerels tunas bonitos,pelagic >=90 cm                                   ,4,36,Tunas bonitos billfishes
400419,Istiophoridae,Billfishes,pelagic >=90 cm                                   ,4,36,Tunas bonitos billfishes
400421,Centrolophidae,Medusafishes,pelagic 30 - 90 cm                                ,4,34,Jacks mullets sauries
400425,Stromateidae,Butterfishes,benthopelagic 30 - 90 cm                          ,4,37,Mackerels snoeks cutlassfishes
400439,Bothidae,Lefteye flounders,flatfish <90 cm                                   ,4,31,Flounders halibuts soles
400440,Pleuronectidae,Righteye flounders,flatfish <90 cm                                   ,4,31,Flounders halibuts soles
400441,Soleidae,Soles,flatfish <90 cm                                   ,4,31,Flounders halibuts soles
400442,Cynoglossidae,Tonguefishes,flatfish <90 cm                                   ,4,31,Flounders halibuts soles
400445,Balistidae,Triggerfishes,reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400446,Ostraciidae,Boxfishes (cowfish and trunkfish),reef-associated 30 - 90 cm                        ,4,33,Redfishes basses congers
400448,Tetraodontidae,Puffers,demersal 30 - 90 cm                               ,4,33,Redfishes basses congers
400454,Engraulidae,Anchovies,pelagic <30 cm                                    ,4,35,Herrings sardines anchovies
400459,Caesionidae,Fusiliers,reef-associated 30 - 90 cm                        ,4,39,Misc Finfishes
400460,Pomacanthidae,Angelfishes,reef-associated <30 cm                            ,4,33,Redfishes basses congers
400475,Hemiramphidae,Halfbeaks,pelagic <30 cm                                    ,4,39,Misc Finfishes
400479,Inermiidae,Bonnetmouths,pelagic <30 cm                                    ,4,39,Misc Finfishes
400488,Triakidae,Houndsharks,shark >=90 cm                                     ,4,38,Sharks rays skates etc
400509,Ambassidae,Asiatic glassfishes,demersal <30 cm                                   ,4,33,Redfishes basses congers
400515,Scophthalmidae,Turbots,flatfish <90 cm                                   ,4,31,Flounders halibuts soles
400517,Monacanthidae,Filefishes,reef-associated <30 cm                            ,4,39,Misc Finfishes
400581,Peristediidae,Armored searobins or armored gurnards,bathydemersal <30 cm                              ,4,39,Misc Finfishes
400591,Artedidraconidae,Barbled plunderfishes,demersal <30 cm                                   ,4,39,Misc Finfishes
400595,Macroramphosidae,Snipefishes,benthopelagic <30 cm                              ,4,39,Misc Finfishes
490004,Ommastrephidae,Arrow squids,cephalopods                                       ,4,57,Squids cuttlefishes octopuses
490011,Sepiidae,Cuttlefishes,cephalopods                                       ,4,57,Squids cuttlefishes octopuses
490012,Octopodidae,Octopuses,cephalopods                                       ,4,57,Squids cuttlefishes octopuses
490021,Buccinidae,Buccinidae,demersal mollusc                                  ,4,52,Abalones winkles conchs
490030,Palaemonidae,Palaemonid shrimps,lobsters crab                                     ,4,45,Shrimps prawns
490031,Portunidae,Swimming crabs,lobsters crab                                     ,4,42,Sea-spiders crabs
490036,Lithodidae,King crabs,lobsters crab                                     ,4,44,Craylets squat lobsters
490039,Palinuridae,Spiny lobsters,lobsters crab                                     ,4,43,Lobsters spiny-rock lobsters
490040,Scyllaridae,Slipper lobsters,lobsters crab                                     ,4,43,Lobsters spiny-rock lobsters
490041,Sergestidae,Sergestid shrimp,shrimp                                            ,4,45,Shrimps prawns
490042,Aristeidae,Aristeid shrimps,shrimp                                            ,4,45,Shrimps prawns
490043,Penaeidae,Penaeid shrimps,shrimp                                            ,4,45,Shrimps prawns
490044,Crangonidae,Crongonid shrimp,shrimp                                            ,4,45,Shrimps prawns
490046,Pandalidae,Norther shrimps,shrimp                                            ,4,45,Shrimps prawns
490052,Squillidae,Mantis shrimps,shrimp                                            ,4,47,Marine crustaceans nei
490054,Mytilidae,Sea mussels,demersal mollusc                                  ,4,54,Mussels
490055,Pectinidae,Scallops,demersal mollusc                                  ,4,55,Scallops pectens
490058,Cardiidae,Cockles,demersal mollusc                                  ,4,56,Clams cockles arkshells
490060,Veneridae,Venus clams,demersal mollusc                                  ,4,56,Clams cockles arkshells
490061,Solenidae,Razor clams knife clams,demersal mollusc                                  ,4,56,Clams cockles arkshells
490063,Mactridae,Mactra surf clams,demersal mollusc                                  ,4,56,Clams cockles arkshells
490097,Brachyura,Marine crabs,lobsters crab                                     ,4,42,Sea-spiders crabs
490124,Galatheidae,Squat lobsters,lobsters crab                                     ,4,44,Craylets squat lobsters
500048,Paralichthys,American flounders,flatfish <90 cm                                   ,5,31,Flounders halibuts soles
500107,Squalus,Dogfishes,shark >=90 cm                                     ,5,38,Sharks rays skates etc
500108,Raja,Skates,rays <90 cm                                       ,5,38,Sharks rays skates etc
500112,Lophius,Monkfishes,bathydemersal >=90 cm                             ,5,34,Jacks mullets sauries
500116,Coryphaena,Coryphaena,pelagic >=90 cm                                   ,5,39,Misc Finfishes
500122,Trachinus,Weevers,demersal <30 cm                                   ,5,39,Misc Finfishes
500124,Ammodytes,Sandlances,demersal <30 cm                                   ,5,39,Misc Finfishes
500134,Scorpaena,Scorpionfish,demersal 30 - 90 cm                               ,5,34,Jacks mullets sauries
500136,Salmo,Salmon and trout,pelagic 30 - 90 cm                                ,5,23,Salmons trouts smelts
500142,Scomber,Mackerels,pelagic 30 - 90 cm                                ,5,36,Tunas bonitos billfishes
500143,Mullus,Western goatfishes,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
500144,Trigla,Gurnards,bathydemersal 30 - 90 cm                          ,5,34,Jacks mullets sauries
500147,Argentina,Argentines,pelagic <30 cm                                    ,5,23,Salmons trouts smelts
500152,Mugil,Grey mullets,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
500211,Trachipterus,Deaf fishes,benthopelagic >=90 cm                             ,5,39,Misc Finfishes
500240,Siganus,Rabbitfishes,reef-associated 30 - 90 cm                        ,5,39,Misc Finfishes
500327,Macrourus,Grenadiers,benthopelagic >=90 cm                             ,5,32,Cods hakes haddocks
500348,Mustelus,Smooth-hounds,shark >=90 cm                                     ,5,38,Sharks rays skates etc
500351,Rhinobatos,Guitarfish,rays >=90 cm                                      ,5,38,Sharks rays skates etc
500352,Alosa,Shads,pelagic 30 - 90 cm                                ,5,24,Shads
500357,Lutjanus,Snappers,reef-associated 30 - 90 cm                        ,5,33,Redfishes basses congers
500366,Epinephelus,Groupers,reef-associated 30 - 90 cm                        ,5,33,Redfishes basses congers
500372,Sphyraena,Barracudas,pelagic 30 - 90 cm                                ,5,39,Misc Finfishes
500384,Gymnothorax,Gymnothorax,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
500467,Caranx,Jacks,reef-associated 30 - 90 cm                        ,5,37,Mackerels snoeks cutlassfishes
500468,Scomberoides,Queenfishes,pelagic 30 - 90 cm                                ,5,37,Mackerels snoeks cutlassfishes
500477,Kyphosus,Sea chubs,reef-associated 30 - 90 cm                        ,5,39,Misc Finfishes
500487,Scomberomorus,Seerfishes,pelagic >=90 cm                                   ,5,36,Tunas bonitos billfishes
500495,Prionotus,Sea robins,demersal <30 cm                                   ,5,34,Jacks mullets sauries
500504,Centropomus,Snooks,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
500515,Leiognathus,Slipmouths,demersal <30 cm                                   ,5,33,Redfishes basses congers
500551,Plotosus,Eel catfishes,demersal 30 - 90 cm                               ,5,39,Misc Finfishes
500598,Trachinotus,Pompanos,pelagic 30 - 90 cm                                ,5,37,Mackerels snoeks cutlassfishes
500618,Solea,Soles,flatfish <90 cm                                   ,5,31,Flounders halibuts soles
500638,Isurus,Mako sharks,shark >=90 cm                                     ,5,38,Sharks rays skates etc
500639,Alopias,Thresher sharks,shark >=90 cm                                     ,5,38,Sharks rays skates etc
500640,Galeus,Catsharks,shark <90 cm                                      ,5,38,Sharks rays skates etc
500642,Etmopterus,Lanternsharks,shark <90 cm                                      ,5,38,Sharks rays skates etc
500646,Dasyatis,Stingrays,rays >=90 cm                                      ,5,38,Sharks rays skates etc
500654,Merluccius,Hakes,benthopelagic >=90 cm                             ,5,32,Cods hakes haddocks
500661,Trachurus,Jack and horse mackerels,pelagic 30 - 90 cm                                ,5,37,Mackerels snoeks cutlassfishes
500679,Spicara,Picarels,demersal <30 cm                                   ,5,39,Misc Finfishes
500686,Gaidropsarus,Rocklings,demersal 30 - 90 cm                               ,5,32,Cods hakes haddocks
500693,Sphyrna,Hammerhead sharks,shark >=90 cm                                     ,5,38,Sharks rays skates etc
500705,Diplodus,Seabreams and porgies,benthopelagic 30 - 90 cm                          ,5,33,Redfishes basses congers
500716,Epigonus,Cardinalfishes,bathydemersal <30 cm                              ,5,39,Misc Finfishes
500717,Myoxocephalus,Sculpins,demersal <30 cm                                   ,5,39,Misc Finfishes
500808,Scolopsis,Monocle breams,reef-associated <30 cm                            ,5,33,Redfishes basses congers
500809,Dentex,Seabreams (Dentex spp),demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
500814,Scyliorhinus,Lesser catsharks,shark <90 cm                                      ,5,38,Sharks rays skates etc
500856,Chirocentrus,Wolf herring,benthopelagic >=90 cm                             ,5,35,Herrings sardines anchovies
500871,Belone,Needlefishes,pelagic <30 cm                                    ,5,37,Mackerels snoeks cutlassfishes
500901,Serranus,Groupers,demersal <30 cm                                   ,5,33,Redfishes basses congers
500903,Pagrus,Seabreams (Pagrus spp),demersal >=90 cm                                  ,5,33,Redfishes basses congers
500912,Priacanthus,Bigeyes,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
500928,Seriola,Amberjacks,benthopelagic 30 - 90 cm                          ,5,37,Mackerels snoeks cutlassfishes
500934,Platax,Batfishes,reef-associated 30 - 90 cm                        ,5,33,Redfishes basses congers
501055,Gerres,Silver biddies,demersal <30 cm                                   ,5,33,Redfishes basses congers
501096,Molva,Lings,demersal >=90 cm                                  ,5,32,Cods hakes haddocks
501129,Beryx,Alfonsinos,bathydemersal >=90 cm                             ,5,39,Misc Finfishes
501132,Upeneus,Tropical goatfishes,demersal <30 cm                                   ,5,33,Redfishes basses congers
501135,Sebastes,Redfishes,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
501145,Pagellus,Pandoras,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
501163,Auxis,Frigate tuna,pelagic 30 - 90 cm                                ,5,36,Tunas bonitos billfishes
501164,Peprilus,Harvestfishes,benthopelagic <30 cm                              ,5,37,Mackerels snoeks cutlassfishes
501242,Scatophagus,Scats,benthopelagic 30 - 90 cm                          ,5,39,Misc Finfishes
501327,Micropogonias,Western croakers,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
501345,Tylosurus,Needlefishes,benthopelagic >=90 cm                             ,5,37,Mackerels snoeks cutlassfishes
501410,Salvelinus,Char,benthopelagic <30 cm                              ,5,23,Salmons trouts smelts
501418,Microchirus,Iberian soles,flatfish <90 cm                                   ,5,31,Flounders halibuts soles
501464,Pristiophorus,Sawsharks,shark >=90 cm                                     ,5,38,Sharks rays skates etc
501486,Lycodes,Eelpouts,demersal <30 cm                                   ,5,39,Misc Finfishes
501523,Nemadactylus,Porae,demersal 30 - 90 cm                               ,5,39,Misc Finfishes
501548,Chrysoblephus,Seabreams,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
501550,Lithognathus,Steenbras,benthopelagic >=90 cm                             ,5,33,Redfishes basses congers
501551,Calamus,Porgies,reef-associated 30 - 90 cm                        ,5,33,Redfishes basses congers
501552,Nemipterus,Threadfin breams,demersal <30 cm                                   ,5,33,Redfishes basses congers
501677,Cantherhines,Filefishes,reef-associated <30 cm                            ,5,39,Misc Finfishes
501826,Muraenesox,Conger eels,demersal >=90 cm                                  ,5,33,Redfishes basses congers
501905,Thunnus,Tuna,pelagic >=90 cm                                   ,5,36,Tunas bonitos billfishes
501940,Sardinella,Sardinella,pelagic 30 - 90 cm                                ,5,35,Herrings sardines anchovies
501941,Harengula,Herring,pelagic <30 cm                                    ,5,35,Herrings sardines anchovies
502004,Seriolella,Barrelfishes,pelagic >=90 cm                                   ,5,34,Jacks mullets sauries
502102,Decapterus,Scads,pelagic 30 - 90 cm                                ,5,37,Mackerels snoeks cutlassfishes
502417,Genypterus,Cusk eels,bathydemersal >=90 cm                             ,5,34,Jacks mullets sauries
502682,Dicentrarchus,European/spotted seabass,pelagic 30 - 90 cm                                ,5,33,Redfishes basses congers
502724,Oncorhynchus,Pacific salmon,benthopelagic >=90 cm                             ,5,23,Salmons trouts smelts
502790,Menticirrhus,Kingcroakers,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
502794,Cynoscion,Weakfishes,demersal >=90 cm                                  ,5,33,Redfishes basses congers
503028,Mycteroperca,Cat groupers,reef-associated >=90 cm                           ,5,33,Redfishes basses congers
503078,Hydrolagus,Chimaeras,rays <90 cm                                       ,5,38,Sharks rays skates etc
503124,Lepidorhombus,Megrims,flatfish <90 cm                                   ,5,31,Flounders halibuts soles
503152,Pseudotolithus,Croakers,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
503328,Notoscopelus,Lampfish,pelagic <30 cm                                    ,5,34,Jacks mullets sauries
503580,Gymnocranius,Large-eye breams,reef-associated 30 - 90 cm                        ,5,33,Redfishes basses congers
503685,Gymnoscopelus,lanternfish,bathypelagic <30 cm                               ,5,34,Jacks mullets sauries
503990,Bathylagus,Bathylagus,bathypelagic <30 cm                               ,5,23,Salmons trouts smelts
504054,Muraenolepis,Moray cods,benthopelagic 30 - 90 cm                          ,5,32,Cods hakes haddocks
504140,Benthodesmus,Frostfishes,benthopelagic 30 - 90 cm                          ,5,34,Jacks mullets sauries
504872,Dissostichus,Toothfishes,benthopelagic >=90 cm                             ,5,33,Redfishes basses congers
504943,Pterygotrigla,Pterygotrigla,demersal <30 cm                                   ,5,34,Jacks mullets sauries
504993,Rhinochimaera,Longnose chimaeras,rays >=90 cm                                      ,5,38,Sharks rays skates etc
505469,Rastrelliger,Indo-Pacific mackerels,pelagic 30 - 90 cm                                ,5,36,Tunas bonitos billfishes
505799,Austroglossus,Southern soles,flatfish <90 cm                                   ,5,31,Flounders halibuts soles
505897,Anarhichas,Wolffish,demersal >=90 cm                                  ,5,39,Misc Finfishes
506253,Coregonus,Whitefishes,demersal 30 - 90 cm                               ,5,23,Salmons trouts smelts
507720,Stolephorus,Indo-Pacific anchovies,pelagic <30 cm                                    ,5,35,Herrings sardines anchovies
508611,Bathyraja,Skates,rays <90 cm                                       ,5,38,Sharks rays skates etc
508895,Pogonophryne,Blunderfish,demersal <30 cm                                   ,5,39,Misc Finfishes
509125,Sphoeroides,Puffers,demersal <30 cm                                   ,5,33,Redfishes basses congers
509289,Hemiramphus,Halfbeaks,pelagic 30 - 90 cm                                ,5,39,Misc Finfishes
509303,Phycis,Gunnels forkbeards,benthopelagic 30 - 90 cm                          ,5,32,Cods hakes haddocks
509366,Trematomus,Antarctic rockcods,demersal 30 - 90 cm                               ,5,33,Redfishes basses congers
520007,Pampus,Silver pomfrets,benthopelagic 30 - 90 cm                          ,5,37,Mackerels snoeks cutlassfishes
590010,Loligo,Common squids,cephalopods                                       ,5,57,Squids cuttlefishes octopuses
590013,Octopus,Octopuses,cephalopods                                       ,5,57,Squids cuttlefishes octopuses
590014,Crassostrea,Cupped oysters,demersal mollusc                                  ,5,53,Oysters
590024,Eledone,Horned and musky octopuses,cephalopods                                       ,5,57,Squids cuttlefishes octopuses
590046,Haliotis,Abalones,demersal mollusc                                  ,5,52,Abalones winkles conchs
590049,Littorina,Periwinkles,demersal mollusc                                  ,5,52,Abalones winkles conchs
590050,Murex,Murex shells,demersal mollusc                                  ,5,52,Abalones winkles conchs
590051,Strombus,Stromboid conchs,demersal mollusc                                  ,5,52,Abalones winkles conchs
590053,Turbo,Turbo snails,demersal mollusc                                  ,5,52,Abalones winkles conchs
590062,Callinectes,Blue crabs,lobsters crab                                     ,5,42,Sea-spiders crabs
590065,Chionoecetes,Pacific snow crabs,lobsters crab                                     ,5,42,Sea-spiders crabs
590067,Geryon,Deepsea crabs,lobsters crab                                     ,5,42,Sea-spiders crabs
590070,Lithodes,Lithodes,lobsters crab                                     ,5,44,Craylets squat lobsters
590073,Paralithodes,King crabs,lobsters crab                                     ,5,44,Craylets squat lobsters
590074,Paralomis,Paralomis,lobsters crab                                     ,5,44,Craylets squat lobsters
590075,Portunus,Swims crabs,lobsters crab                                     ,5,42,Sea-spiders crabs
590079,Metanephrops,Lobsterette,lobsters crab                                     ,5,43,Lobsters spiny-rock lobsters
590082,Palinurus,Spiny lobsters,lobsters crab                                     ,5,43,Lobsters spiny-rock lobsters
